,stars,comments
1850,2.0 stars,"  I use mac professionally, from my technical skills, i suggest the seller to stop selling this old product since it is now(2020) can be used as a download box only, i recommend mac buyers to look for newer models, they are costlier but perform better."
1851,1.0 stars,"  Apple sells outdated hardware at a premium price just for its branding. They are still selling a laptop with 5th gen core i5 processor for well over ₹66000. All other manufacturers have already moved on to 7th and 8th generation processors. RAM in macbook is soldiered- no option to upgrade! The SSD uses proprietary connector and not the NVMe SSDs used by other laptops- so that can’t be upgraded easily too. Also these devices are not for any gaming use at all- 1- lack of any decent games on mac os, 2- lack of any ventilation ports on the apple toasters! U load a processor intensive application and u ll hear the fan struggling to cool the device at peak rpm."
1852,5.0 stars,"  this is by far the best laptop ever used under this price point (I bought it at 60k around a year ago). does all the day to day tasks seamlessly. no issues at all.BATTERY LIFEif u r some one who needs the most amount of juice to last whole day then this is the go for it solution. no laptop under or even above this price point can't give this amount of battery life. I usually use for referring videos, reading pdfs writing notes, some light video editing and it handles it all with ease."
1853,5.0 stars,"  If you want a laptop which is super portable and has a super duper battery life then just go for  it , this is the best laptopyou can get no laptop in the market which offers a 12 hour battery backup .....And also if you are no into gaming and all that kind of stuff then macbook air is best option for youfor programmers also this is best but i suggest you to go for 256 gb variant as 128 might not be a good choice for youor you just buy a 128 gb variant and use a external hard drive .......Thank you"
1854,4.0 stars,  Received the product yesterday...a very good product and features as described...bt the charging adapter has heating problem......now the cost is 54000 and i bought with 65000.....why so much from us...cloudtail???
1855,5.0 stars,  Awesome and after using it I believe that once a Mac always a Mac. Loving it.
1856,3.0 stars,"  This is definitely a good buy in 2019 but every machine has it’s pros and cons.PRO’s:•It has the same configuration of the new 2018 MacBook Air, apart from the Flash Drive.• It’s a powerful machine that can operate processor intensive softwares with minimum breakdown.•Lightweight and upgradable to OS Mojave. There’s no point spending around 50k more for almost same processor and performance at entry level MacBook, if it’s not for professional usage.CONS:• It’s biggest setback is the non Retina display which does not represent true colours and does hurt the eye after prolonged use. The bezels are too in the face.• 128 gb is a low for heavy usage but external drive can be attached and it works fine."
1857,1.0 stars,"  Dead in 1.5 years and not covered in Warranty... Mother board is dead and they are telling to depend 46,000 in 2 years time...!! Which is insane 😡😡😡😡"
1858,1.0 stars,  Facing display issue just after 1yr .. apple service center asking for Rs. 47000 to repair ..contacted apple customer service .. they are of no use .. very disappointing experience ..when you spend around 65k .. you expect better service .. not worth the money spent ..think before buy ..
1859,1.0 stars,"  Bought and upgraded to OS high sierra and used for 2 days and yesterday updated the software through apple store, immediately  OS got corrupted and later contacted apple support chat and it was of no use. Have left in the service centre today. Don't know what will be the fate. OS high sierra is not reliable."
1860,1.0 stars,  Why they are selling old model at discounts. Apple will soon discontinue the service. And the latest model buyers will laugh at us.😂
1861,5.0 stars,"  This is the best laptop money can buy at this price. I bought it from a different seller but thought of leaving a review here for other buyers. From photo editing, to designing mobile apps to day to day work - it handles everything with ease. The size is super comfortable to carry and hardly has any weight. Got it at a lesser price then what it is selling for now."
1862,1.0 stars,"  Check Warranty information - I faced issue in 4 months.i bought this item in May 2020. In October, I faced a issue (laptop) was not turning on. When I reached Apple support they informed me that this product is out of warranty.Please buy laptops from authorised stores only.i am stuck with longer waittimes without any resolution with an expensive piece of crap."
1863,4.0 stars,"  Hi,this is best product from apple battery life is great around 10 hours & mac os is outstanding. but this is not for gaming. you can choose windows for that. this is only for professional & office use."
1864,5.0 stars,  If you want to know it's specifications then see in its description but if you want to know it's rating then see below -My Ratings on this laptop-Resolution:10/10Speed:9/10Performance:9/10Graphics:9/10Value for money:10/10Please like my review if it helped you.
1865,2.0 stars,"  I loved my laptop earlier but it has been 2 years now but it is showing a lot a lot of problems, it doesn’t start now it’s always so moody and if I shut it down it would never reopen."
1866,3.0 stars,"  I have been using this laptop since 3 months now and here is my view on it.Pros- Decent battery life and sound quality, mostly inaudible under moderate load, nice Wi-Fi performance,16:10 display, well made.Cons- Low-resolution TN panel feels outdated, highly reflective display, very limited upgradability and maintainability,128 GB base model is quite hefty for this price, too expensive for what it offersAir’s basic concept still shines through all this gloom and dust"
1867,5.0 stars,  Best laptop. Totally different experience with opening & closing lid.Amazing sound quality along with big battery life & extremely light.
1868,1.0 stars,"  This is an old model (2018) which was launched with 51k, but even after 2 years (2020) the price is 63k. I think Apple or Amazon's Vendor is fooling us. Please don't buy this old laptop and fall into their trap."
1869,5.0 stars,  This is definitely the most efficient machine I have ever used. It's an excellent product with a whole day battery life. Screen quality is so good that the eyes feel almost no strain.
1870,5.0 stars,"  One word ""Amazing"".Feel if it would had some rigidity and performance will degrade if you're running heavy programs.Overall it's GOOD!"
1871,1.0 stars,  Pathetic product. Below standard quality.
1872,5.0 stars,  Yes I'm Apple fanboy. But this product is really amazing at its price. Ofcourse its not for heavy duty tasks. But it can do most of the job very easily.I'm a professional programmer and i feel this machine is amazingI recommend every one to purchase this machine.No need of  antivirus software
1873,1.0 stars,  Do not buyDo not buyDo not buyDo not buy this laptop any more apple have launched new laptop with 3 times performance and better battery life.
1874,5.0 stars,"  Smooth multitasking compared to boring Windows.Battery backup upto 8 to 10hrs on continuous usage. Performance good. But limitation is only 128gb memory. Supports usb transfer. It has 6 Li cells, so battery backup is best. 8GB ram provides the best usage of applications, and MS OFFICE edition is supported"
1875,3.0 stars,"  Update: Amazon/Cloudtail replaced the faulty Mac with new laptop and it is working fine. Thanks for great customer service by Amazon.Thanks Amazon for delivering in time. The laptop booted well in the first time, then onward (same day), it stopped working (not booting to the OS). I called Apple's customer care and after countless hours with Apple's service agent over phone, they concluded that the hardware is faulty. I immediately requested Amazon for the replacement. Now waiting for the replacement. Interestingly, Apple claimed that Amazon is not official partner of Apple to sale MacBook or iPad. They also claimed that there might be internal hardware damage due to mishandling at Amazon's warehouse. I am really baffled with Apple's response."
1876,5.0 stars,  Worth the bucks.
1877,1.0 stars,"  I bough this machine in February 2019,I faced many issues this machine,Simply Apple support said,No warranty for this.I hate this product.Use Less..Don't purchase this."
1878,5.0 stars,  Apple is very simple to use as compared to windows is fast and very convenient. I have used apple desktop in my office and never faced any lag or issues with it.
1879,5.0 stars,  This beautifully crafted Laptop is awesome! Worth every penny. I never used a Mac before and I am surprised how apple co can deliver such a powerful laptop at such a price. Yes you can use VLC player on it.. battery life is 10 hours long and standby of 30 days “wow” Just wow 😎 full aluminium uni body.. go for it!
1880,1.0 stars,  It says battery not available. I don't know what to do now. Feel like i m cheated.
1881,5.0 stars,"  It is the cheapest apple laptop, but it's performance is still better than most windows laptops. It can do coding, web browsing, writing easily. However, if you are into gaming then you should look for a better model. Nevertheless, it's great. I've been using it for over 9 months now, and I must have switched it off properly hardly 15 to 20 times, and it still works perfectly. I can say with certainty that this laptop will serve me efficiently for well over three years more."
1882,5.0 stars,  This is best laptop for coding 8 hour + battery and it can handle IOS emulator very well.But Android studio emulator will lag.If Coding is your passion then i would rate this cheapest and best performing laptop.
1883,5.0 stars,"  Excellent, no doubt about Apple, it's worth for every penny."
1884,1.0 stars,  This outdated piece of s*** is not worth 65K you could buy a better windows laptop don't buy this.
1885,5.0 stars,  Packing and product is good.
1886,4.0 stars,"  Have the laptop from last year, not a single issue till now.Lightweight: Weight is very light than any Dell/LennovaSpeed: Far better than Windows (Only for Mac not for iphone)Security: Very high standard,Display: Good.Ease to USe: Need some time when you are changing from Windows to mac."
1887,1.0 stars,  Bad quality seller. Product is good though but my USB ports are not working. After 6 months the product is having startup issues as well.
1888,1.0 stars,  Motherboard Dead in 1 year 10 months and its not just me!
1889,4.0 stars,"  Apple has closed all the local stores including its own chain stores and increased the price. I got macbook in 44k with HDFC cash back offer, now the same macbook is being sold at a premium of Rs. 20k. Thus Looting the Customers."
1890,1.0 stars,  don't buy apple product they have a serious problem in their logic board after 1 year & 2 month when warrenty period finised my mac suddendly dead when i taken it to service center they are not skilled to repair board they wanted to replace logic board which cost more than 47000 (prce of the laptop) so please dont invest your hard earned money in apple. buy anything but dont buy apple. cheater company looting the common peoples.
1891,5.0 stars,"  Very fast, but storage you have to manage in cloud or in external hdd. Also the screen is not full hd though has been set with pretty decent color contrast and brightness. Very very light weight and has an amazing premium look and feel. Screen is 13.3 inch. Mousepad is awesome. Keyboard is smooth. I use it for reading and writing and sometimes watching movies and listening to music. Great for my work. Not for people interested in gaming or high end processing work. This is my first time experience with mac and had some inhibitions about using a different os ever than windows but it was grwat fun to adapt to mac and happened with lot of ease. Music is decently good enough. Best of the best is battery backup like a 12 hours and writing this after a week's use. Very light weight. I just love it. And the price. Csnt imagine a macbook at this price range."
1892,4.0 stars,"  Works as advertised, comfortable to use .It is so thin and tapering in the front that I have get used to opening it. Now, I know why MagSafe is liked so much. Free software iWorks takes care of the office part. Be minimalistic and don't transfer or download unnecessary files or softwares. There is not much space - after all the updated etc you will be left with 90GB or so.Wireless connection is easy and consistent.AirDrop works with newer iPhones.After 13 months, just after a month of expired warranty, the Display adapter malfunctioned- now apple says I need to pay Rs 45000 only for a full logic board change !!Crap 💩"
1893,1.0 stars,  Disappointed
1894,1.0 stars,  very poor
1895,5.0 stars,"  Please ₹57,000 is more promising price.I almost booked it for that price until I came to know the product page vanished and revamped with a ₹61,000 price.I want it badly at old price..😭😭😭"
1896,5.0 stars,  Excellent Laptop. Using it from last 4 years and there is no issue.
1897,5.0 stars,  Received as expected
1898,5.0 stars,"  perfect! Do check warranty of the product,if it's already started contact apple they will reset it. really i bought it for 55.5k and after few day price dropped to 45k ."
1899,5.0 stars,"  No Can beat Apple in the price range of 40-70k in terms of performance from battery backup, OS, processing, easy to carry, durability or whatever you talk about. I have been a big critic of apple phones because I don't see the value after investing so much money but Apple laptops are worth spending. I bought 1 and a half years ago at 64k and till now never encountered any problem at all, Moroever battery backup is still 10-10.5 hours after once fully charged."
1900,5.0 stars,  Meets my expectations . Really feel comfortable with. apple. surprisingly good. Amazing performance. Really feel happy with my MacBook Air
1901,1.0 stars,  Very outdated machine and not worth it for 75000. Indians should realise how badly they are scammed.
1902,4.0 stars,"  Although it is not good for gaming, it’s nice for a college going student as the key pad is very nice it’s easy for doing presentations. It’s light weight and can easily be carried. Coming to battery life it last’s for 10-11 hours."
1903,1.0 stars,"  Guys. Please stop buying MacBook Air 2017. Man, its 2020. Those thick bezels look ugly. And, 128 GB SSD ????? ARE YOU KIDDING?"
1904,5.0 stars,"  laptop looks very premium, performance is very smooth screen quality is also very good but not the best very slim design and amazing battery backup upto 10 to 12 hours. if your are looking for a light weight powerful machine then just go for it ."
1905,1.0 stars,  Charger be as hot as burning!
1906,5.0 stars,"  Hey guys, if you are thinking of purchasing the MacBook Air, chances are that you already know it's best for you but if you wanna know some extra stuff, it's here. Just pay a look and you'll be glad you did.Let's get on with it.=====PROS=====-Excellent battery life.-Fast storage.-Great Keyboard.=====CONS=====-Dated design.-Display.-Speakers.Two years and three processor generations later, Apple is selling what is essentially the 2015 MacBook Air with ever-so-slightly closer to 2017 components inside.The 12-inch MacBook, as well as the 13- and 15-inch MacBook Pros were all refreshed earlier this year, complete with more up-to-date Intel Kaby Lake processors, yet notably the MacBook Air only received a minor processor clock boost. It certainly makes you wonder whether Apple cares about the MacBook Air, but nevertheless it’s a fine, long-lasting laptop for general use.The MacBook Air also has the advantage of legacy ports, which Apple has sadly discarded from its modern-day lineup. Whereas the 12-inch MacBook and MacBook Pro have gone all-in on USB Type-C and Thunderbolt 3, respectively, the MacBook Air retains the ‘regular’ USB 3.0 ports and SD card slots of the past.=====DESIGN=====By and large, the MacBook Air generally looks the same as it has since 2010, and there don’t appear to be any changes in tow, either. That’s a shame, particularly because we’re now seeing virtually bezel-less laptops with smaller footprints and high resolution screens that dismally put the MacBook Air in its place.Forget the Dell XPS 13's physics-defying InfinityEdge display, which is lightyears ahead – even Apple's 13-inch MacBook Pro with Retina, once seen as slightly tubby compared to the Air, has a smaller footprint and takes up slightly less space on your lap.Yet, the old ‘if it ain't broke’ mantra applies – at least to a point. The MacBook Air's aluminum unibody design, which supports the main enclosure and the display, is as durable as ever. Its lid can be easily raised with a single hand and doesn't droop in any position, and you have to press really hard to detect flex on the machine's base or lid.It's also easy to clean with a damp cloth. If there's one drawback, it's that the aluminum body can scratch easily to leave permanent black marks, so you should consider buying a sleeve if you're going to sling it into a bag for transportation.The 13-inch MacBook Air is more interesting than the 11-inch model due to housing flash storage twice as fast as its predecessor – or so Apple claims.=====SPEC SHEET=====CPU: 1.6GHz dual-core Intel Core i5 (Turbo Boost up to 2.7GHz) with 3MB shared L3 cacheGraphics: Intel HD Graphics 6000RAM: 8GB 1600MHz DDR3Screen: 13.3-inch, LED-backlit glossy widescreen display (1440 x 900)Storage: 256GB PCIe-based flash storage (configurable to 512GB flash storage)Optical Drive: Not includedPorts: Two USB 3.0 ports (up to 5Gbps); Thunderbolt 2 port (up to 20Gbps); MagSafe 2 power port; SDXC card slotConnectivity: 802.11ac Wi-Fi networking; IEEE 802.11a/b/g/n compatible; Bluetooth 4.0 wireless technologyCamera: 720p FaceTime HD cameraWeight: 1.35kgSize: 32.5 x 22.7 x 1.7 cm (W x D x H)One advantage of the MacBook Air versus the 12-inch MacBook is its wider selection of ports. On the left-hand side is a MagSafe 2 connector for power, one USB 3.0 port and a headphone jack. On the right is a Thunderbolt 2 port, another USB 3.0 port and a full-sized SDcard slot. The 13-inch Retina MacBook Pro doubles the number of Thunderbolt ports compared to the Air, and adds HDMI.macOS Sierra is the version currently shipping with Apple's 13-inch MacBook Air. It doesn’t divert too much from the visual style of its predecessor, OS X 10.11 El Capitan, but it does introduce a range of new features such as Siri, Continuity between your Mac and iOS devices and Apple Pay for expediting online purchases.Sierra has since been succeeded by macOS 10.13 High Sierra, though it doesn’t come with it out of the box – you have to download and install it yourself, for free. There aren’t many significant improvements by way of macOS High Sierra, save for better security, VR support down the road and refinements to the Photos app.That said, given that you don’t have to pay for it, macOS High Sierra is probably worth the 4.8GB hit to your data cap for the also-new Apple File System (APFS) alone. The new 64-bit file system brings native encryption and faster metadata operations to the table, making the MacBook Air quicker to use as a result.=====BUNDLED SOFTWARE=====For now, macOS Sierra ships with Apple's own iWork and iLife apps, including a modernized look for Garageband.These include:-iMovie-Garageband-Pages-Numbers-Keynote-Safari-Mail-Messages-FaceTimeIn addition to:-Calendar-Contacts-Notes-App Store-iTunes-iBooks-Maps-Photo Booth-Time Machine-Spotlight=====PERFORMANCE=====Manufactured on the 14nm fabrication process, the 13-inch MacBook Air's Broadwell CPU is a die shrink of Intel's 22nm Haswell chip. It means better battery life versus last year's MacBook Air models, although the gains aren't on the same scale as the switch from Ivy Bridge to Haswell. Still, battery life was staggering, clocking up more than 13 hours when looping a 1080p video over Wi-Fi.=====BENCHMARKS=====-Cinebench R15 Single Core: 103cb cb; Multi Core: 255 cb-Cinebench R15 OpenGL: 24.91fps-Geek bench 3 Single Core: 2,873; Multi Core: 5,768-Xbench (CPU and disk): 469.55-NovaBench (Overall): 634; Graphics: 42-Unigine Heaven 4.0 (Medium); FPS: 14.4; Overall: 438-Blackmagic Disk Speed test: Write average: 612.4 Mbps; Read average: 1302.4 Mbps-Battery, streaming 1080p video via Wi-Fi: 13 hours and 24 minutesBroadwell brings performance gains too, even if they're nothing to shout about. The MacBook Air scored 5,768 on Geekbench 3's Multi Core CPU test, representing a 9% gain over the 13-inch Air from 2014. However, it proved 20% slower than the 2.7GHz Core i5 chip in the 13-inch MacBook Pro with Retina, which is to be expected considering that machine's faster clock speed.Apple's claim that the 2015 Air's storage is twice as fast as the 2014 version stands up. The MacBook averaged write speeds of 612.4 Mbps, and average read speeds of 1,243 Mbps, which gives the MacBook Air MacBook Pro-level storage speeds for the first time.The MacBook Pro with Retina's Iris Graphics 6100 proved 38% faster than the MacBook Air's HD Graphics 6000 in Unigine Heaven 4.0's benchmark. That said, Intel's decision to allocate die space to graphics on the CPU has been paying off for some time, and the MacBook Air is capable of playing a wide selection of games on low-medium settings with the resolution dialled down - especially when installed on a Windows partition using Boot Camp.The MacBook Air cranked out a smooth 60FPS played at 1440 x 900 with the graphics on medium, while Skyrim managed the high 50s played at the same res with the graphics on low. If your intention is to play games, you'll want to invest in a decent headset as the MacBook Air's speakers are tinny and unsatisfying. Apple managed to squeeze an impressive amount of low and mid-range tones into the 12-inch MacBook's speakers, but it's yet to use the same technology in the Air.If the MacBook Air's consistency of design can grow stale over time, this reviewer is happy for the keyboard to remain unchanged. Its slightly convex keys are the best I've used yet on a computer, and that includes the new MacBook, Lenovo's ThinkPad notebooks and Logitech's well-regarded Mac keyboards. Even the MacBook Pro with Retina's keys, which are hardly uncomfortable, feel stiff in comparison. The keyboard is also backlit and easy to clean.The MacBook Air's trackpad is just as impressive, providing a smooth gliding action that makes executing OS X's trackpad commands a breeze. It's just a shame that Apple didn't carry over the 13-inch MacBook Pro with Retina's Force Touch Trackpad – it's once again regular two-button clicking action for owners of Apple's slimmer machine.Apple's decision to put a 480p camera in the 12-inch MacBook was a poor one, and thankfully it hasn't followed suited with the MacBook Air. At 720p it's up to the task of Skype and Google Hangout sessions, producing sufficiently clear and defined images.=====VERDICT=====Like a pair of old trainers, Apple's 2015 MacBook Air is boring, familiar, reliable and more than up to the task. If you don't need tons of screen real-estate (or a half-decent screen for that matter), or prefer to hook your laptop up to an external monitor, it remains the most solid all-rounder out there today, whether you're desk-bound or frequently travelling.The MacBook Air's stellar battery life remains best-in-class for a 13-inch laptop, and its keyboard is the best in the business. The addition of Thunderbolt 2 will go a long way if you own compatible peripherals. Its storage speeds hold up to Apple's ""twice as fast"" claims and will prove a boon for those who regularly copy information to their Mac's storage drive.New machine, same chassis. Apple's reluctance to give the MacBook Air a Retina display is wearing thin, and it's causing buyers to look at alternatives – even defecting to Windows in some cases. Its lack of personality is compounded by poor speakers, an unsightly bezel and large footprint. Simply put, the MacBook Air just isn't that cool anymore.Much faster storage and a better performing processor/graphics combo make this year's 13-inch MacBook Air a technically better machine than its predecessor, but unless you really need those gains it's not worth the upgrade. That's particularly so in the absence of any new features – such as the Retina MacBook Pro's Force Touch Trackpad.Elsewhere, it's business as usual: while the MacBook Pro with Retina is a faster than the Air and packs more features, Apple's lighter machine is no slouch. And while the Retina model is chunkier than the Air, it's not a great deal heavier and has a smaller footprint. With both machines residing in the same price bracket, the deciding factor is more likely to be how prepared you are to put up with the MacBook Air's outdated display.If this review was helpful, please consider clicking on the helpful tab. Thanks!Happy purchasing!"
1907,2.0 stars,"  My MBA display stop working after 12 days of completing one year, now service centre is asking for 40k not going to pay it and I never thought such a low quality from Apple."
1908,1.0 stars,  Got STONES instead of LAPTOPplease be careful while buying.kindly check the product at the time of delivery itself.
1909,5.0 stars,  In flip kart you can have this machine for 57000
1910,4.0 stars,"  It will be ok till warranty period, once any of your mac spare need to be replaced after warranty that means you are gone.So just twicely think before you baught or just make a call to apple service center asking any parts repair then you guys know"
1911,5.0 stars,  what to talk about mac...its a best in its own way . this is my second mac...and love it .
1912,5.0 stars,  one of the best laptops from apple till date superb performance smooth as butter all in one package performance battery design build looks all in one .Value for money laptop serious competing with laptops under 50k segment. Dont go for the individual review everyone has different opinions...
1913,4.0 stars,  This is a amazing laptop but you can get this for55000
1914,1.0 stars,  Price mismatchnever buying such things on amazon ever again
1915,1.0 stars,  Not good product -:1. After 6 months it became turn off.2. It is not starting now.3.heating issue is also a big problem4.not suitable even for small mb  games.5. Apple store demands amount even for a small app.
1916,1.0 stars,"  Be super careful about the NO COST EMI offer. The step is not shown, I paid the amount and now Kotak refuses to convert my purchase into EMI"
1917,5.0 stars,"  Writing this review after using it for more than a year. First thing first, I was lucky to find this product on the first day of 2017 Big billion day sale on the offer prize of 4_,000 + cashback (Will reveal the price in the end). Moving on, my previous laptop was a HP (Compaq), so undoubtedly this was a huge upgradation for me. However, i have used a lot of other laptops too. But within a single week of using Macbook, I realized what the hype was all about. Every tiny and simple thing matters a lot.1. Battery ""ROCKS"" - matters when you spend around the entire day, studying, browsing and working on it.2. Magsafe charger - is fun and highly compact and light comparatively to all other chargers3. Light weight - matters when u travel to work/school everyday with it in your backpack4. MacOS - a completely different experience (However, there are some cons to it, will mention below.)5. Multi-gesture trackpad - I have used other multigesture trackpads in other laptops. No one even comes close. This one is smooth as butter.6. Close the lid, put it in bag -> and then take it out and open the lid - Thats it! Life is so easy...However, a few points of concern especially in India.1. It is no more that affordable.2. Since MacOs is not at all common across India, so one constantly be conscious to convert the file types (MS word, Powerpoint, Ecxel etc.) before forwarding them.3. Softwares and Apps - no more best of the stuffs for free.4. Games - I guess everyone knows about this offcourse :(Overall, I hope I am never forced to go back to those fat, heavy and unconvincing laptops again. Life is easier this way.Oh Yeah! It was 43,500/-"
1918,4.0 stars,  Amazon have good quality products.https://amzn.to/3cOOMb6
1919,1.0 stars,  Just 2 months after the warranty period the logic board died. Now the replace that for a new one cost is 35000 rupees. Beware of spare part charges guys. The screen is also 35000 to replace after the warranty.
1920,1.0 stars,"  Worst item from Apple, i bought this but within 2 years of purchase, it’s logic board/motherboard failed. So plz don’t buy this Apple product."
1921,1.0 stars,"  i was not knowing that this product is that much cheap very worst product,please do not buy this product,better to by any hp r dell instead of this worst product ,within one year i got a problem on logic motherboard how come in a year ,that was not resolved seriously hell, plz dont buy waste of money."
1922,1.0 stars,"  Don't buy this Mac, the charger is not working properly without any physical damage. I want to return this Mac, the screen quality is also not good . I have bought this Mac 1 month ago and I am facing these problems."
1923,1.0 stars,  Exactly after one year laptop will be dead with logic board failure. To service it they will ask 50k
1924,4.0 stars,  Macbook air 13.3 2017 model is the best product for the business people coming to the students it doesn't suit. For gaming you have to buy games that to small kids animated games for more prize
1925,1.0 stars,  MQD32 there is no Touch ID.. why u r telling in ur detail. Logo lootna band Karo. Do not misrepresent That is old model not latest it’s available in 62000to 65000 in market
1926,1.0 stars,  Price increasing day by day. Now price is 67990 seriously??? I5 processor fifth generation!!! In such rupees I can take a Windows laptop with an i7 processor.
1927,4.0 stars,"  Bought it for my sister as a gift. She’s gonna be using it as a student in Uni. For basics it’s good, like browsing, PowerPoint, etc. Good service by Amazon as always!"
1928,5.0 stars,"  I have had my eyes on a Macbook for the longest time now but that pricing at Best Buy (no different than the Apple Store) was just too much for a 13"" & on top of that, there's the tax! I hadn't even thought about buying it online but it hit me one day to look on Amazon and I am SO glad that I did. The pricing for the exact same product here in store (and without tax!) is CHEAPER. I saved SO much money buying this Macbook here on Amazon and I do NOT regret this purchase one bit! I DID think about it a lot and read every last review and looked at all the product pictures (which were all good) and I'm glad to say that I also got a BRAND NEW PACKAGED BY APPLE MACBOOK AIR 13.3 INCH LAPTOP! It was sealed shut in the original Apple packaging brand new! Everything is running smoothly, no problems whatsoever (though I am VERY nervous of leaving a scratch or something on it so I bought a rubberized case & carrying case to keep it safe & looking new!)NOW, though the product title DOES say that it comes preinstalled with the SIERRA update. It had Sierra Version 10.12.3 and in the app store, you can update it (FOR FREE) with the May 2017 recent Sierra 10.12.5 update! IF yours comes in with EL CAPTAIN, you can update it FOR FREE to the 2017 Sierra update - do not worry! Lol.Now I don't see any big CONS to this laptop (for ME anyway) but here are my PROS:- Editing is smooth-Battery life is AMAZING. It also charges fast!- Love the simplicity off this laptop!-Everything runs smooth and is simple to access (unless you're coming from windows,etc)- The design- The back light on the keyboard & apple on back- The screen (which a lot of people complain about but there's nothing wrong with it? Pst picky people!)- Loading screens are quick- Love how it connects to my phone and i can facetime and imessage- Size is perfect- Love how slim and thin it is though I'm sometimes afraid I might drop it lol- Usb ports/sd card slot (This laptop will forever be Apples BEST laptop. Why did they take basically ALL of the ports off of the Pro's?)- Light gaming runs VERY well (for hours) with no problems or restarting & resolution is perfect (I play Sims 4)- There's enough space- Continues to get the latest updates- Magnetic charger (also love how the charger light indicates if it's charged or not)ConsI will say it can be a bit cumbersome to use the pad. I like a traditional mouse better, but this is easily resolved by attaching a wireless mouse (which I have for this computer - thank you USB port!)It doesn't have a CD drive (bummer for watching dvds/playing cds)Anyways, there's A LOT that I love about this laptop. I recommend this laptop to anyone who is looking for one! Thanks Apple!"
1929,5.0 stars,  Best laptop i had ever purchased... only for professional purposes... not best laptop for running GTA 5... but for sa.... i want it for doing projects... not for gaming... so its the best budget laptop
1930,5.0 stars,  Woww awesome product thanks amazon thanks so much 8gb ram i5 processor graphic wow awesome thanks Apple wow wow wow
1931,3.0 stars,  I want to buy a good editing laptop. Should I buy this macbook for my editing use ? Or can we expand ssd storage.
1932,5.0 stars,  This is one of the best laptops for the price. I've been using this laptop for the past  2 year and it still works like a charm. I use the 4 gb variant which is still far better than any 4gb variant of windows laptops in this price bracket.
1933,1.0 stars,"  When i received my laptop, my laptop screen is full of scratches ."
1934,5.0 stars,  Very very nice laptop for this priceLooks  fantasticFaster then WindowsSpeaker is great and very loudIt gives 8-9 hour of battery backup
1935,5.0 stars,  Exactly 12 hours of battery life performance is really amazing I performed machine learning projects and the performance was amazing even I am working on deep learning performance is good enough .
1936,5.0 stars,"  I didn't buy this product but this is the coolest gadget. I used this product from my friend it has amazing features, I love  this it is best of all"
1937,5.0 stars,  Just like an apple keeps doctor away similarly an Apple Macbook keeps a all desire of other laptops goes away.
1938,3.0 stars,"  Good product. Sweet and simple looks, performance as expected. No issues with the product.Disappointed to see the price has been slashed down from ₹55,400/- to ₹44,990/- within few days and loyal customers don't get any sort of protection for these drastic changes!"
1939,1.0 stars,  I got a refurbished one. After just over one year I had issues with motherboard. Warranty could not cover the problem. Check for scratches and markings before getting the product.
1940,5.0 stars,  if you need laptop for officials meeting this is the one for you. it gives nice back up and also charges very vastly in 2 hrs from 15 to 100
1941,5.0 stars,  This thing is prpbably the best thing i have owned and honestly according to me the best laptop that i have used till now.  So much better than windows.  #proudownerofmacair.
1942,5.0 stars,"  I buy this one on this Diwali at a discount price of 50k. The RetailNet was the seller and their packaging and delivery were good. After using this one for almost one month I decided to write a Review of this product.Lets Talk about its Pros & Cons:Pros:1) The best battery life I ever saw on a laptop. I am a software developer and this laptop clearly gives me 8-9 hours of battery life on continuous web surfing in chrome and programming. Really impressed and I only need to charge it at morning and it last all day. The charging time was also good 1.5 hours from 20-100%.2) The beautiful Smooth Aluminum premium built quality. The laptop is very thin and lightweight. No Heating at all.3) The best track pad and gestures. The 3 finger to drag and drop was a hidden feature but it is definitely recommended to turn on. The Keyboard was also good.4) Very fast booting ie 10 seconds. The application opening time was also fast for example after boot when I click chrome it open in split seconds. Previously when I am using windows laptop with SSHD it takes at least 5 seconds to open the applications after boot. I am impressed with the performance of SSD.5) The front Camera quality is really good for video calling.Cons:1) No direct support for NTFS formatted external hard disk. The free solution is Mounty.2) The os is not as user-friendly as windows. Please note that it is my personal opinion. In Windows, we can minimize and maximize application by clicking on icons in Taskbar. The file manager is also more user-friendly in windows ie enter to open files and back key to move back etc. The cut copy and paste shortcuts also different. Remember these are not big deals and you will get used to it in a week.Final VerdictAnyway, in my opinion, it is the best laptop you can buy for this price range. The performance and battery life were awesome and the display was not bad as others say. The display was good and bright and colour production is also good but it's clarity loss on side angles. This product is shipped with Mac Os Sierra and you can easily upgrade to High Sierra. It is a 6 gb download and will take 1 hour to install. But there will not be any crashing or problems during installation."
1943,5.0 stars,"  GREAT LAPTOP!!!In this price range the best you can buy, if you dont play games.It is the best choice for students , i am also a student.Using it from last year .no complains at all"
1944,4.0 stars,"  Not exactly the best features within this price range and not the best display in today's generation of FHD. But still believe it's worth it when it comes to quality, build and responsiveness. And not to forget Apple products last very long and remain new even after years of use. Battery actually lasts about 9 hours with video streaming, screen brightness is great and keyboard is well lit with automatic sensors. Keys are sturdy and the touch pad is as smooth as 16 year old whiskey. Definitely a good choice for the apple experience at a power budget."
1945,5.0 stars,  What can I write is very Small for This laptop Guys I'm very Happy with My Macbook Air laptop  I'm highly recommend this laptop
1946,5.0 stars,  This is very good laptop and we can install windows 10 also in it and i am using it for 2 months
