,stars,comments
226,5.0 stars,"  I've been a fan of the Microsoft Surface Pro lines since its inception. Not much of a difference between the Surface Pro 6 and this Surface Pro 7 though. Appreciate the newly added USB-C port but Microsoft should've already had it on the Surface Pro 6. Overall, great product all around."
227,1.0 stars,"  Proceed with absolute caution when considering a Surface Pro. The Surface Pro 4's are dropping like flies suffering from bulging batteries and there is no clear indication that this problem does not exist in later models. Microsoft have completely washed their hands of the problem although, by their own admission, this problem can be hazardous and the machine should not be used when it happens. Personally  I would not risk another Microsoft Surface Pro product with this problem hanging over my head."
228,1.0 stars,"  Bought a Surface Pro 3 Laptop.  After 3 months, suddenly screen went dim.  I cannot do anything that requires going to the screen because it is too dim to see anything.  I'm not computer savvy and this makes the laptop totally useless.  My rating is zero stars."
229,4.0 stars,"  so reason for 4 not 5 is it has locked up on me a few times and sucks there is no sim card other than that super fast, great picture quality, and the built in stand is great"
230,1.0 stars,"  Item shown with keyboard and it does not include it for $595.  The keyboard is $150 or $200 more.  The sign says accessories not included but below the picture it indicates styles and mouse as accessories but does not list the keyboard as an accessory---Very, very misleading ad and I just purchased the same computer at Best Buy a week ago with keyboard included for $599."
231,5.0 stars,"  Good seller, good product from Microsoft"
232,1.0 stars,"  ME LLEGO UNA VERSION DE 8 GIGAS DE RAM Y 128 GIGAS DE MEMORIA CON PROCESADOR INTEL CORE I5, EN EL PEDIDO DECIA MEMORIA RAM DE 16 GIGAS + 128 GIGAS DE MEMORIA CON PROCESADOR INTEL CORE I 7, MUY POCO PROFESIONAL POR PARTE DE LA TIENDA EN ENVIAR PRODUCTOS QUE NO SON LO QUE  ANUNCIAN."
233,1.0 stars,  Too much money
234,1.0 stars,"  Why is this product almost 100$ cheaper than best buy tablet? I purchased a new one, so should I be getting a new tablet and not a new refurbished one if that makes any sense? Wondering due to reviews and price difference. Placing 1 star to uncertainty at this point"
235,1.0 stars,"  Absolutely useless as a tablet. The touchscreen is terrible and unresponsive, and the on-screen keyboard takes forever to show up or doesn't show up at all.If you absolutely need a tablet, DO NOT BUY A MICROSOFT SURFACE."
236,5.0 stars,  The screen size and weight is so light!
237,1.0 stars,  Never again.
238,5.0 stars,  Good
239,3.0 stars,"  Is this a good tablet that gets the job done? Yes, but for and over $1000 Microsoft product, I seriously expected a better experience. The display is gorgeous and the touch screen is great, but the performance is very adequate. I get smoother performances on my $400 android tablet. The scrolling is often choppy, Google Chrome doesn't really run very well, and it overheats to extreme levels when its charging. you almost can't even use it while charging because it gets so hot and freezes a lot. Seriously considering returning it.Almost forgot, but the kickstand became wobbly after the first day. it feels very cheap."
240,1.0 stars,"  Mostly unusable. So choppy, laggy and crashes when browsing the internet too.The face recognition software is god awful"
241,5.0 stars,"  This SurfacePro 7 16Gb RAM /1 Tb memory supplements a SurfacePro 4 16Gb RAM 256Gb memory, in which the battery back puffed up and prevents the screen from sitting on the body. The lesson may be, read the fine print that says don't leaved it plugged in 24/7. Speed on calculation-intensive apps is noticeably faster. Keyboard for older machine works fine with this one, the side-bar docking station does not and required upgrade (cheap though). Face recognition signin software stopped working after two weeks, haven't figured out how to restore it.Bought this model while deciding necessary memory, when Amazon suddenly equalized price of 500Gb and 1Tb.models. 500Gb is likely sufficient for working apps. The extra space is useful for (1) main family photo album, as it allows faster editing of files, which are then backed up to external drives and Dropbox, (2) larger on-board sample of iTunes library, formerly kept on external USB drive.HINT: Value for money was better when I was stateside and paid a better base price, with no HST. Subjunctively, if you were to get a friend to do the same and send it marked 'gift', you'd be ahead. Otherwise, US fees are prohibitive."
242,1.0 stars,"  When it works, this tablet is really good. It's fast, touchscreen works perfectly, good screen resolution, keyboard and pen are fantastic.The problem, which seems to happen a lot when I look at issues reported by users on Internet, is that once in a while, when you boot the tablet, it goes into a buggy boot loop.  Windows logo appears, but keeps flashing, and nothing else happens.  I contacted Microsoft.  The answer I got is this:1. Do a hard reboot (press and hold the start button for more than 20 seconds to shutdown the tablet, and press start again)2. If it still occurs, re-install Window.I do step one, at least once every week.  But once in a while, the hard reboot corrupts Windows (blue screen of death), and I have to reinstall Windows from scratch (full restoration).  How can you rely on a machine if you risk having to  reinstall Windows each time you turn it on?  Imagine if it happens when you need your tablet the most.My guess is that it's a firmware problem, because it occurs only when you turn on the tablet.  Restarting Windows from the OS never cause this problem.  Microsoft never acknowledged the problem, and no firmware updates were released to correct this.I now use my trusty Dell laptop when I need something reliable.  It's bulky, but it never failed me.  I only use the Suface when I need to use a software with a pen.If you don't need a pen, do not buy the Surface.  Keep your money for something reliable (maybe an iPad Pro, if the software you need runs on IOS)."
243,4.0 stars,"  Como una computadora secundaria o tables es genial. Es rápido, cómoda y funcional. Es una gran opción cuando se busca algo intermedio entre laptop y tablet. Muy recomendable para la universidad, trabajo y hasta oscio. La pantalla se ve muy bien, la función con la Sueface Pen es muy comoda y útil, el teclado es casi idéntico a una laptop normal y el que tenga puertos USB lo vuelve todavía mejor.El único detalle y por el cual no puedo ponerle 5 estrellas es que se calienta demasiado a mi gusto (más que mi Laptop u otra tablet pero no en exceso) y la batería no dura tanto como uno esperaría (me dura 3 - 4 horas aproximadamente en modo ahorro de bateria).Yo la uso para el trabajo y con la herramienta de conectar de Windows 10 me permite usarla como un segundo monitor lo cual es genial.No la recomiendo para largas horas de trabajo o viajes largos (como un vuelo intercontinental)."
244,1.0 stars,"  Camera worked on initial app/office etc load - actually did two video calls (WhatsApp & Zoom) - next morning -  regardless of all MS troubleshooting efforts (driver reloads etc), continually got ""Camera Not Installed"" messages.Good on Amazon re no hassle return... BUT.... what a waste of time!"
245,5.0 stars,  Très satisfait de mon achat exactement ce que je recherchaisVient en remplacement de mon portable et de mon ancienne tablette
246,3.0 stars,"  J'avais une surface pro 6 avant et si je l'aurais eu encore le saut n'en aurait pas valu la peine. Sur ce modèle souvent le wifi bloque je dois relancer la carte wifi de façon aléatoire, le chargeur décide de ne plus charger donc même brancher la surface passes en mode batterie Le pire je ne pense pas avoir eu un citron je retrouve plein de commentaire sur ces problèmes sur le web.. Bref sinon très bonne machine. Autre point négatif je trouve ça dommage que Microsoft pour avoir la version toute noire il faut payer plus cher pour obtenir la version 256go qui est pas mal plus cher et m'étais pas accessible.."
247,5.0 stars,"  well I had read the comments and I was worried about receiving a wrong version of surface products, but I can assure you at least, mine was the right one!However, I had many problems with Amazon customer services and career company but the product is fine with fare power and acceptable abilities!"
248,4.0 stars,"  Je suis très satisfaite du rapport qualité-prix. Une excellente alternative à un laptop. J’ai un bug avec la reconnaissance faciale (la caméra resté allumée) alors j’ai désactivé et utilise le nip. Sinon, pour les personnes comme moi, qui ont besoin professionnel et pas des gamers ou des graphistes, cette tablette i3 128 est parfaite. J’apprécie aussi de pouvoir ajouté de la mémoire avec une micropuce."
249,5.0 stars,"  La surface pro 7 de 128 gb tiene un rendimiento muy bueno. Esteticamente es una joya, se maneja muy facil al tacto.Si bien no es de uso rudo, es decir con programas para programación, pesados o para gamers no creo que sea lo mejor, pero para un uso de oficina, paquete de office, internet correos vida diaria funciona a la perfección. La bateria rinde bien y la carga con USB - C le da una ventaja brutal (evidentemente no con un cargador de celular, si no con el de una mac o con el nintendo switch, carga bastante bien). Muy contento con este equipo, esteticamente repito que es una joya aunque si se ve fragil y es preferible una case que ya lo hacen que la puedas cargar donde quieras."
250,5.0 stars,"  Die hard Surface pro guy. I use a surface pro 1 every day for work in a hostile environment. I have beat the tar out of it for 7 years, still going strong."
251,5.0 stars,"  Love it, make sure get a UAG case!"
252,5.0 stars,"  Its a tablet, with all laptop functions. And tons of power, with no lags. My two boys got them_one two years ago, one latest model_ when they got into university, and use them with the keypads with full laptop functionality. They have no complaints in using office and all accounting and data apps. Have added optical mouse for both, and the accounting guy added a 23"" monitor through one of the ports for large spreadsheets. Excellent for online class work, assignments, tests and quizes and live group meetings."
253,3.0 stars,  When are they going to offer LTE in all their Surface versions?And why do they charge so much money for SSD and RAM increments. Feels like gouging!
254,5.0 stars,"  Ya era fan de Surface, pero cada vez viene mejor. Desde la versión 6 en negro, están increíbles. Llegó muy rápido y en perfectas condiciones."
255,1.0 stars,  paid top dollars for this 16gb ram 1tb ssd microsoft surface pro 7 cant seems to switch on right from unboxing it even after charging over 10 hrs. For a $3000 unit wasn't expecting to be this bad definitely not worth it comparing to so many options out there that cost 1/3 of the price.
256,3.0 stars,"  I'll admit, it's a cool tablet and weird to think it runs Windows but overall it's a very attractive product.  I had no problems with its performance but the 10hr battery only lasted 3-4 hours and it got extremely hot on the bottom.  I just get the feeling this thing is over stressed and will die quickly and for the price, not worth the risk."
257,3.0 stars,"  La tablet funciona muy bien en casi todos los sentidos, sin embargo en mi caso la reproducción de música es terrible, constantemente cuando reproduces música, no importa por cual reproductor o salida uses, deja de reproducir por  un segundo o menos, por múltiple ocasiones dando como resultado la peor experiencia de usuario para aquellos que escuchan música mientras trabajan.."
258,5.0 stars,"  As a teacher, it was very smooth to do the transition from physical mode of teaching to online one. Pro 7 is fast with stylus to write easily on the screen. Keyboard is also a good addition, if one has to type the document. The only issue is that stylus pen and Keyboard are sold separately and a bit costly too."
259,3.0 stars,"  great slim product, but still ridiculously overpriced. Entry level macbooks are now cheaper than this"
260,5.0 stars,  got it working so far. wish it was a better pricing. this is my second one
261,5.0 stars,  as advertised
262,1.0 stars,  Do not buy this  tablet it does not come with the keyboard as is shown in the picture. You have to buy it separately for additional $200.00
263,5.0 stars,  It is highly suitable for online communication which involves writing.
264,5.0 stars,  Buen precio para esta 2 en 1 en México
265,5.0 stars,  good just good
266,1.0 stars,  Started it up and started receiving Windows StopCode errors with reference to Kernel and Memory issues. Not impressed!
267,5.0 stars,"  The battery doesn't last that much as I expected, but it works perfectly."
268,5.0 stars,  Everything perfect. Speedy shipping.
269,4.0 stars,"  It’s a good computer. Pricey, but that’s Microsoft"
270,5.0 stars,  Good
271,5.0 stars,  I love this device sooooooo much
272,5.0 stars,  Bueno
